id_geneset_name	meta_source	meta_publication	gene_symbol
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	IL1RL1
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	IL5RA
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	LRMP
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	MAK
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	MGAM
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	MS4A3
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	MXD1
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	NCF2
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	P2RY10
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	P2RY13
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	P2RY14
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	P2RY2
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	PADI4
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	PDE6C
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	PKD2L2
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	PLEKHG3
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	REPS2
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	RGS1
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	RGS13
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	RNASE2
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	RRP12
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	SAMSN1
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	SMPD3
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	SMPDL3B
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	ST3GAL6
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	TREML2
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	TRPM6
cibersort_leukocyte_signature_lm22_eosinophils_25822800	cibersort	25822800	ZNF222
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	ACP5
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	ADAMDEC1
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	AQP9
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	BHLHE41
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	C5AR1
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	CCDC102B
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	CCL18
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	CCL22
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	CCL7
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	CD68
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	CHI3L1
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	COL8A2
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	CSF1
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	CXCL3
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	CXCL5
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	CYP27A1
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	DCSTAMP
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	FAM198B
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	GPC4
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	HK3
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	IGSF6
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	MARCO
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	MMP9
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	NCF2
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	PLA2G7
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	PPBP
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	QPCT
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	SLAMF8
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	SLC12A8
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	SLC15A3
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	TNFSF14
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	TREM2
cibersort_leukocyte_signature_lm22_macrophages_m0_25822800	cibersort	25822800	VNN1
cibersort_leukocyte_signature_lm22_macrophages_m1_25822800	cibersort	25822800	ACHE
cibersort_leukocyte_signature_lm22_macrophages_m1_25822800	cibersort	25822800	ADAMDEC1
cibersort_leukocyte_signature_lm22_macrophages_m1_25822800	cibersort	25822800	APOBEC3A
cibersort_leukocyte_signature_lm22_macrophages_m1_25822800	cibersort	25822800	APOL3
cibersort_leukocyte_signature_lm22_macrophages_m1_25822800	cibersort	25822800	APOL6
cibersort_leukocyte_signature_lm22_macrophages_m1_25822800	cibersort	25822800	AQP9
cibersort_leukocyte_signature_lm22_macrophages_m1_25822800	cibersort	25822800	ARRB1
