Barcode	Donor	Tissue	celltype_sub	Sample	Histology	Tissue_sub
60290-812	D20170227	Blood	NK-C1-FCGR3A	D20170227-Blood-CD45+	HCC	Blood
60298-813	D20170227	Tumor	NK-C1-FCGR3A	D20170227-Tumor-CD45+	HCC	TumorEdge
60303-801	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
603107-814	D20170227	Tumor	NK-C7-CD160	D20170227-Tumor-CD45+	HCC	TumorEdge
603115-815	D20170227	Tumor	DC-C3-CLEC9A	D20170227-Tumor-CD45+	HCC	TumorEdge
60311-802	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
603123-816	D20170227	Tumor	CD8-C4-CX3CR1	D20170227-Tumor-CD45+	HCC	TumorEdge
603131-817	D20170227	Tumor	CD8-C2-MKI67	D20170227-Tumor-CD45+	HCC	TumorEdge
603139-818	D20170227	Tumor	NK-C7-CD160	D20170227-Tumor-CD45+	HCC	TumorEdge
603147-819	D20170227	Blood	CD4-C3-ANXA1	D20170227-Blood-CD45+	HCC	Blood
603155-820	D20170227	Tumor	CD8-C7-KLRD1	D20170227-Tumor-CD45+	HCC	TumorEdge
603163-821	D20170227	Tumor	CD8-C6-GZMK	D20170227-Tumor-CD45+	HCC	TumorEdge
603171-822	D20170227	Blood	CD4-C3-ANXA1	D20170227-Blood-CD45+	HCC	Blood
603179-823	D20170227	Tumor	Mac-C5-VCAN	D20170227-Tumor-CD45+	HCC	TumorEdge
603187-824	D20170227	Tumor	CD4-C7-FOXP3	D20170227-Tumor-CD45+	HCC	TumorEdge
60319-803	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
60327-804	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
60335-805	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
60343-806	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
60359-808	D20170227	Tumor	Mono-C2-FCGR3A	D20170227-Tumor-CD45+	HCC	TumorEdge
60367-809	D20170227	Tumor	NK-C7-CD160	D20170227-Tumor-CD45+	HCC	TumorEdge
60375-810	D20170227	Tumor	Mac-C3-APOE	D20170227-Tumor-CD45+	HCC	TumorEdge
60383-811	D20170227	Blood	CD4-C1-CCR7	D20170227-Blood-CD45+	HCC	Blood
60391-812	D20170227	Blood	CD4-C3-ANXA1	D20170227-Blood-CD45+	HCC	Blood
60399-813	D20170227	Tumor	CD8-C4-CX3CR1	D20170227-Tumor-CD45+	HCC	TumorEdge
60404-801	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
604100-813	D20170227	Tumor	CD8-C2-MKI67	D20170227-Tumor-CD45+	HCC	TumorEdge
604108-814	D20170227	Tumor	CD8-C6-GZMK	D20170227-Tumor-CD45+	HCC	TumorEdge
604116-815	D20170227	Blood	CD8-C8-PDCD1	D20170227-Blood-CD45+	HCC	Blood
60412-802	D20170227	Blood	CD4-C3-ANXA1	D20170227-Blood-CD45+	HCC	Blood
604132-817	D20170227	Tumor	NK-C7-CD160	D20170227-Tumor-CD45+	HCC	TumorEdge
604140-818	D20170227	Tumor	CD8-C8-PDCD1	D20170227-Tumor-CD45+	HCC	TumorEdge
604148-819	D20170227	Tumor	CD8-C5-SELL	D20170227-Tumor-CD45+	HCC	TumorEdge
604156-820	D20170227	Tumor	CD8-C6-GZMK	D20170227-Tumor-CD45+	HCC	TumorEdge
604164-821	D20170227	Tumor	NK-C7-CD160	D20170227-Tumor-CD45+	HCC	TumorEdge
604172-822	D20170227	Blood	Lymphoid-B	D20170227-Blood-CD45+	HCC	Blood
604180-823	D20170227	Tumor	NK-C7-CD160	D20170227-Tumor-CD45+	HCC	TumorEdge
604188-824	D20170227	Blood	Lymphoid-B	D20170227-Blood-CD45+	HCC	Blood
60420-803	D20170227	Blood	CD4-C4-IL7R	D20170227-Blood-CD45+	HCC	Blood
60428-804	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
60436-805	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
60444-806	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
60452-807	D20170227	Tumor	CD8-C4-CX3CR1	D20170227-Tumor-CD45+	HCC	TumorEdge
60460-808	D20170227	Tumor	NK-C7-CD160	D20170227-Tumor-CD45+	HCC	TumorEdge
60468-809	D20170227	Tumor	NK-C9-MKI67	D20170227-Tumor-CD45+	HCC	TumorEdge
60476-810	D20170227	Tumor	NK-C1-FCGR3A	D20170227-Tumor-CD45+	HCC	TumorEdge
60484-811	D20170227	Blood	CD8-C4-CX3CR1	D20170227-Blood-CD45+	HCC	Blood
60492-812	D20170227	Blood	Lymphoid-B	D20170227-Blood-CD45+	HCC	Blood
60505-801	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
605101-813	D20170227	Tumor	CD4-C6-CXCL13	D20170227-Tumor-CD45+	HCC	TumorEdge
605109-814	D20170227	Tumor	CD8-C6-GZMK	D20170227-Tumor-CD45+	HCC	TumorEdge
605117-815	D20170227	Tumor	NK-C3-IFNG	D20170227-Tumor-CD45+	HCC	TumorEdge
605125-816	D20170227	Tumor	CD4-C7-FOXP3	D20170227-Tumor-CD45+	HCC	TumorEdge
605133-817	D20170227	Tumor	CD8-C8-PDCD1	D20170227-Tumor-CD45+	HCC	TumorEdge
60513-802	D20170227	Blood	Lymphoid-B	D20170227-Blood-CD45+	HCC	Blood
605141-818	D20170227	Blood	CD4-C3-ANXA1	D20170227-Blood-CD45+	HCC	Blood
605149-819	D20170227	Tumor	CD4-C3-ANXA1	D20170227-Tumor-CD45+	HCC	TumorEdge
605157-820	D20170227	Blood	CD4-C3-ANXA1	D20170227-Blood-CD45+	HCC	Blood
605165-821	D20170227	Tumor	NK-C7-CD160	D20170227-Tumor-CD45+	HCC	TumorEdge
605173-822	D20170227	Tumor	NK-C1-FCGR3A	D20170227-Tumor-CD45+	HCC	TumorEdge
605189-824	D20170227	Tumor	Mono-C2-FCGR3A	D20170227-Tumor-CD45+	HCC	TumorEdge
60521-803	D20170227	Blood	CD4-C3-ANXA1	D20170227-Blood-CD45+	HCC	Blood
60529-804	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
60537-805	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
60545-806	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
60553-807	D20170227	Tumor	CD8-C4-CX3CR1	D20170227-Tumor-CD45+	HCC	TumorEdge
60561-808	D20170227	Tumor	Lymphoid-B	D20170227-Tumor-CD45+	HCC	TumorEdge
60569-809	D20170227	Tumor	DC-C1-CD1C	D20170227-Tumor-CD45+	HCC	TumorEdge
60577-810	D20170227	Tumor	CD8-C5-SELL	D20170227-Tumor-CD45+	HCC	TumorEdge
60585-811	D20170227	Blood	CD4-C3-ANXA1	D20170227-Blood-CD45+	HCC	Blood
60593-812	D20170227	Blood	CD4-C1-CCR7	D20170227-Blood-CD45+	HCC	Blood
60606-801	D20170227	Blood	CD4-C3-ANXA1	D20170227-Blood-CD45+	HCC	Blood
606102-813	D20170227	Tumor	CD4-C7-FOXP3	D20170227-Tumor-CD45+	HCC	TumorEdge
606110-814	D20170227	Tumor	CD4-C6-CXCL13	D20170227-Tumor-CD45+	HCC	TumorEdge
606118-815	D20170227	Tumor	CD8-C8-PDCD1	D20170227-Tumor-CD45+	HCC	TumorEdge
606126-816	D20170227	Tumor	CD8-C6-GZMK	D20170227-Tumor-CD45+	HCC	TumorEdge
606134-817	D20170227	Blood	NK-C1-FCGR3A	D20170227-Blood-CD45+	HCC	Blood
606142-818	D20170227	Tumor	CD8-C4-CX3CR1	D20170227-Tumor-CD45+	HCC	TumorEdge
60614-802	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
606150-819	D20170227	Tumor	Lymphoid-B-Plasma	D20170227-Tumor-CD45+	HCC	TumorEdge
606158-820	D20170227	Blood	CD4-C7-FOXP3	D20170227-Blood-CD45+	HCC	Blood
606166-821	D20170227	Tumor	Mac-C5-VCAN	D20170227-Tumor-CD45+	HCC	TumorEdge
606174-822	D20170227	Tumor	Mac-C2-C1QA	D20170227-Tumor-CD45+	HCC	TumorEdge
606182-823	D20170227	Blood	CD4-C1-CCR7	D20170227-Blood-CD45+	HCC	Blood
606190-824	D20170227	Tumor	CD8-C4-CX3CR1	D20170227-Tumor-CD45+	HCC	TumorEdge
60622-803	D20170227	Blood	CD8-C4-CX3CR1	D20170227-Blood-CD45+	HCC	Blood
60630-804	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
60638-805	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
60646-806	D20170227	Blood	Mac-C5-VCAN	D20170227-Blood-CD45+	HCC	Blood
60662-808	D20170227	Tumor	CD8-C7-KLRD1	D20170227-Tumor-CD45+	HCC	TumorEdge
60670-809	D20170227	Tumor	Mono-C2-FCGR3A	D20170227-Tumor-CD45+	HCC	TumorEdge
60678-810	D20170227	Tumor	Lymphoid-B	D20170227-Tumor-CD45+	HCC	TumorEdge
60686-811	D20170227	Blood	CD8-C6-GZMK	D20170227-Blood-CD45+	HCC	Blood
60694-812	D20170227	Blood	CD4-C1-CCR7	D20170227-Blood-CD45+	HCC	Blood
60707-801	D20170227	Blood	CD4-C4-IL7R	D20170227-Blood-CD45+	HCC	Blood
607103-813	D20170227	Tumor	CD8-C4-CX3CR1	D20170227-Tumor-CD45+	HCC	TumorEdge
607111-814	D20170227	Tumor	Mono-C2-FCGR3A	D20170227-Tumor-CD45+	HCC	TumorEdge
607119-815	D20170227	Tumor	NK-C7-CD160	D20170227-Tumor-CD45+	HCC	TumorEdge
607127-816	D20170227	Tumor	CD8-C8-PDCD1	D20170227-Tumor-CD45+	HCC	TumorEdge
607135-817	D20170227	Tumor	CD8-C6-GZMK	D20170227-Tumor-CD45+	HCC	TumorEdge
607143-818	D20170227	Tumor	NK-C7-CD160	D20170227-Tumor-CD45+	HCC	TumorEdge
607151-819	D20170227	Tumor	NK-C7-CD160	D20170227-Tumor-CD45+	HCC	TumorEdge
60715-802	D20170227	Blood	CD4-C4-IL7R	D20170227-Blood-CD45+	HCC	Blood
607159-820	D20170227	Tumor	NK-C7-CD160	D20170227-Tumor-CD45+	HCC	TumorEdge
607167-821	D20170227	Tumor	DC-C3-CLEC9A	D20170227-Tumor-CD45+	HCC	TumorEdge
607175-822	D20170227	Tumor	NK-C7-CD160	D20170227-Tumor-CD45+	HCC	TumorEdge
607183-823	D20170227	Tumor	CD4-C3-ANXA1	D20170227-Tumor-CD45+	HCC	TumorEdge
607191-824	D20170227	Tumor	CD4-C6-CXCL13	D20170227-Tumor-CD45+	HCC	TumorEdge
60723-803	D20170227	Blood	Lymphoid-B	D20170227-Blood-CD45+	HCC	Blood
60731-804	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
60747-806	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
60755-807	D20170227	Tumor	NK-C1-FCGR3A	D20170227-Tumor-CD45+	HCC	TumorEdge
60763-808	D20170227	Tumor	CD8-C8-PDCD1	D20170227-Tumor-CD45+	HCC	TumorEdge
60771-809	D20170227	Tumor	CD8-C4-CX3CR1	D20170227-Tumor-CD45+	HCC	TumorEdge
60779-810	D20170227	Tumor	CD8-C6-GZMK	D20170227-Tumor-CD45+	HCC	TumorEdge
60787-811	D20170227	Blood	CD4-C1-CCR7	D20170227-Blood-CD45+	HCC	Blood
60795-812	D20170227	Blood	CD4-C1-CCR7	D20170227-Blood-CD45+	HCC	Blood
60808-801	D20170227	Blood	Mono-C2-FCGR3A	D20170227-Blood-CD45+	HCC	Blood
608104-813	D20170227	Tumor	NK-C9-MKI67	D20170227-Tumor-CD45+	HCC	TumorEdge
608112-814	D20170227	Tumor	Mono-C2-FCGR3A	D20170227-Tumor-CD45+	HCC	TumorEdge
608120-815	D20170227	Tumor	CD8-C2-MKI67	D20170227-Tumor-CD45+	HCC	TumorEdge
608128-816	D20170227	Tumor	CD8-C6-GZMK	D20170227-Tumor-CD45+	HCC	TumorEdge
608136-817	D20170227	Tumor	NK-C1-FCGR3A	D20170227-Tumor-CD45+	HCC	TumorEdge
608144-818	D20170227	Tumor	CD8-C6-GZMK	D20170227-Tumor-CD45+	HCC	TumorEdge
608152-819	D20170227	Tumor	CD8-C8-PDCD1	D20170227-Tumor-CD45+	HCC	TumorEdge
608160-820	D20170227	Tumor	Mac-C4-GPX3	D20170227-Tumor-CD45+	HCC	TumorEdge
60816-802	D20170227	Blood	CD8-C6-GZMK	D20170227-Blood-CD45+	HCC	Blood
608168-821	D20170227	Blood	CD8-C6-GZMK	D20170227-Blood-CD45+	HCC	Blood
608176-822	D20170227	Tumor	NK-C1-FCGR3A	D20170227-Tumor-CD45+	HCC	TumorEdge
608184-823	D20170227	Tumor	CD4-C3-ANXA1	D20170227-Tumor-CD45+	HCC	TumorEdge
608192-824	D20170227	Blood	Mono-C2-FCGR3A	D20170227-Blood-CD45+	HCC	Blood
60840-805	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
60848-806	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
60856-807	D20170227	Tumor	Mono-C2-FCGR3A	D20170227-Tumor-CD45+	HCC	TumorEdge
60864-808	D20170227	Tumor	NK-C7-CD160	D20170227-Tumor-CD45+	HCC	TumorEdge
60872-809	D20170227	Tumor	NK-C1-FCGR3A	D20170227-Tumor-CD45+	HCC	TumorEdge
60880-810	D20170227	Tumor	NK-C7-CD160	D20170227-Tumor-CD45+	HCC	TumorEdge
60888-811	D20170227	Blood	CD8-C4-CX3CR1	D20170227-Blood-CD45+	HCC	Blood
60896-812	D20170227	Blood	CD8-C4-CX3CR1	D20170227-Blood-CD45+	HCC	Blood
PL-plus-40-0227	D20170227	Blood	CD8-C8-PDCD1	D20170227-Blood-CD45+	HCC	Blood
PL-plus-44-0227	D20170227	Blood	Mono-C2-FCGR3A	D20170227-Blood-CD45+	HCC	Blood
PL-plus-49-0227	D20170227	Blood	CD4-C1-CCR7	D20170227-Blood-CD45+	HCC	Blood
PL-plus-50-0227	D20170227	Blood	CD4-C3-ANXA1	D20170227-Blood-CD45+	HCC	Blood
PL-plus-51-0227	D20170227	Blood	NK-C1-FCGR3A	D20170227-Blood-CD45+	HCC	Blood
PL-plus-54-0227	D20170227	Blood	Mono-C2-FCGR3A	D20170227-Blood-CD45+	HCC	Blood
PL-plus-55-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PL-plus-60-0227	D20170227	Blood	CD8-C3-IL7R	D20170227-Blood-CD45+	HCC	Blood
PL-plus-66-0227	D20170227	Blood	CD4-C3-ANXA1	D20170227-Blood-CD45+	HCC	Blood
PL-plus-67-0227	D20170227	Blood	CD4-C3-ANXA1	D20170227-Blood-CD45+	HCC	Blood
PL-plus-68-0227	D20170227	Blood	CD4-C3-ANXA1	D20170227-Blood-CD45+	HCC	Blood
PL-plus-69-0227	D20170227	Blood	DC-C2-FCER1A	D20170227-Blood-CD45+	HCC	Blood
PL-plus-71-0227	D20170227	Blood	CD4-C3-ANXA1	D20170227-Blood-CD45+	HCC	Blood
PL-plus-72-0227	D20170227	Blood	CD4-C3-ANXA1	D20170227-Blood-CD45+	HCC	Blood
PL-plus-76-0227	D20170227	Blood	CD4-C3-ANXA1	D20170227-Blood-CD45+	HCC	Blood
PL-plus-77-0227	D20170227	Blood	NK-C1-FCGR3A	D20170227-Blood-CD45+	HCC	Blood
PL-plus-78-0227	D20170227	Blood	CD4-C3-ANXA1	D20170227-Blood-CD45+	HCC	Blood
PL-plus-83-0227	D20170227	Blood	CD4-C1-CCR7	D20170227-Blood-CD45+	HCC	Blood
PL-plus-86-0227	D20170227	Blood	CD4-C3-ANXA1	D20170227-Blood-CD45+	HCC	Blood
PL-plus-88-0227	D20170227	Blood	Lymphoid-B	D20170227-Blood-CD45+	HCC	Blood
PL-plus-90-0227	D20170227	Blood	CD8-C8-PDCD1	D20170227-Blood-CD45+	HCC	Blood
PL-plus-94-0227	D20170227	Blood	DC-C2-FCER1A	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-15-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-17-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-33-0227	D20170227	Blood	Mac-C5-VCAN	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-34-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-35-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-39-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-42-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-44-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-50-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-5-0227	D20170227	Blood	Mono-C2-FCGR3A	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-58-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-59-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-60-0227	D20170227	Blood	Lymphoid-B	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-63-0227	D20170227	Blood	Mac-C5-VCAN	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-67-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-68-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-69-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-70-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-71-0227	D20170227	Blood	Mac-C5-VCAN	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-72-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-73-0227	D20170227	Blood	Mac-C5-VCAN	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-76-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-77-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-78-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-79-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-82-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-83-0227	D20170227	Blood	Mac-C5-VCAN	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-84-0227	D20170227	Blood	Mac-C5-VCAN	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-85-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-88-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-90-0227	D20170227	Blood	Mac-C5-VCAN	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-9-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-92-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-93-0227	D20170227	Blood	Mono-C1-CD14	D20170227-Blood-CD45+	HCC	Blood
PNL-plus-95-0227	D20170227	Blood	Mac-C5-VCAN	D20170227-Blood-CD45+	HCC	Blood
TL-13-0227	D20170227	Tumor	Mac-C4-GPX3	D20170227-Tumor-CD45+	HCC	TumorEdge
TL-16-0227	D20170227	Tumor	CD8-C5-SELL	D20170227-Tumor-CD45+	HCC	TumorEdge
TL-2-0227	D20170227	Tumor	Mac-C4-GPX3	D20170227-Tumor-CD45+	HCC	TumorEdge
TL-22-0227	D20170227	Tumor	Mac-C4-GPX3	D20170227-Tumor-CD45+	HCC	TumorEdge
TL-23-0227	D20170227	Tumor	Mac-C4-GPX3	D20170227-Tumor-CD45+	HCC	TumorEdge
TL-3-0227	D20170227	Tumor	Mac-C4-GPX3	D20170227-Tumor-CD45+	HCC	TumorEdge
TL-8-0227	D20170227	Tumor	Mac-C4-GPX3	D20170227-Tumor-CD45+	HCC	TumorEdge
TL-9-0227	D20170227	Tumor	Mac-C4-GPX3	D20170227-Tumor-CD45+	HCC	TumorEdge
TNL-8-0227	D20170227	Tumor	Mac-C4-GPX3	D20170227-Tumor-CD45+	HCC	TumorEdge
TNL-plus-13-0227	D20170227	Tumor	Mac-C6-MARCO	D20170227-Tumor-CD45+	HCC	TumorEdge
TNL-plus-2-0227	D20170227	Tumor	Mono-C2-FCGR3A	D20170227-Tumor-CD45+	HCC	TumorEdge
TNL-plus-4-0227	D20170227	Tumor	DC-C1-CD1C	D20170227-Tumor-CD45+	HCC	TumorEdge
NP10-1-0322	D20170322	Normal	Mac-C1-THBS1	D20170322-Normal-CD45+	HCC	Normal
NP10-11-0322	D20170322	Normal	Mac-C1-THBS1	D20170322-Normal-CD45+	HCC	Normal
NP10-13-0322	D20170322	Normal	Mac-C5-VCAN	D20170322-Normal-CD45+	HCC	Normal
NP10-14-0322	D20170322	Normal	DC-C2-FCER1A	D20170322-Normal-CD45+	HCC	Normal
NP10-15-0322	D20170322	Normal	DC-C1-CD1C	D20170322-Normal-CD45+	HCC	Normal
NP10-16-0322	D20170322	Normal	Mac-C1-THBS1	D20170322-Normal-CD45+	HCC	Normal
NP10-20-0322	D20170322	Normal	Mono-C2-FCGR3A	D20170322-Normal-CD45+	HCC	Normal
NP10-21-0322	D20170322	Normal	CD8-C8-PDCD1	D20170322-Normal-CD45+	HCC	Normal
NP10-22-0322	D20170322	Normal	Mac-C2-C1QA	D20170322-Normal-CD45+	HCC	Normal
NP10-23-0322	D20170322	Normal	DC-C1-CD1C	D20170322-Normal-CD45+	HCC	Normal
NP10-24-0322	D20170322	Normal	DC-C1-CD1C	D20170322-Normal-CD45+	HCC	Normal
NP10-25-0322	D20170322	Normal	DC-C1-CD1C	D20170322-Normal-CD45+	HCC	Normal
NP10-26-0322	D20170322	Normal	Mac-C5-VCAN	D20170322-Normal-CD45+	HCC	Normal
NP10-27-0322	D20170322	Normal	DC-C1-CD1C	D20170322-Normal-CD45+	HCC	Normal
NP10-28-0322	D20170322	Normal	DC-C1-CD1C	D20170322-Normal-CD45+	HCC	Normal
NP10-29-0322	D20170322	Normal	Mac-C2-C1QA	D20170322-Normal-CD45+	HCC	Normal
NP10-30-0322	D20170322	Normal	Mac-C1-THBS1	D20170322-Normal-CD45+	HCC	Normal
NP10-31-0322	D20170322	Normal	Mac-C1-THBS1	D20170322-Normal-CD45+	HCC	Normal
NP10-32-0322	D20170322	Normal	Mac-C1-THBS1	D20170322-Normal-CD45+	HCC	Normal
NP10-33-0322	D20170322	Normal	DC-C1-CD1C	D20170322-Normal-CD45+	HCC	Normal
NP10-34-0322	D20170322	Normal	Mac-C2-C1QA	D20170322-Normal-CD45+	HCC	Normal
NP10-35-0322	D20170322	Normal	Mac-C1-THBS1	D20170322-Normal-CD45+	HCC	Normal
NP10-36-0322	D20170322	Normal	Mac-C1-THBS1	D20170322-Normal-CD45+	HCC	Normal
NP10-37-0322	D20170322	Normal	Mac-C1-THBS1	D20170322-Normal-CD45+	HCC	Normal
NP10-38-0322	D20170322	Normal	Mac-C1-THBS1	D20170322-Normal-CD45+	HCC	Normal
NP10-39-0322	D20170322	Normal	Mac-C1-THBS1	D20170322-Normal-CD45+	HCC	Normal
NP10-40-0322	D20170322	Normal	Mac-C1-THBS1	D20170322-Normal-CD45+	HCC	Normal
NP10-4-0322	D20170322	Normal	Mac-C1-THBS1	D20170322-Normal-CD45+	HCC	Normal
NP10-41-0322	D20170322	Normal	Mac-C2-C1QA	D20170322-Normal-CD45+	HCC	Normal
NP10-42-0322	D20170322	Normal	DC-C2-FCER1A	D20170322-Normal-CD45+	HCC	Normal
NP10-44-0322	D20170322	Normal	DC-C4-LAMP3	D20170322-Normal-CD45+	HCC	Normal
NP10-45-0322	D20170322	Normal	DC-C1-CD1C	D20170322-Normal-CD45+	HCC	Normal
NP10-47-0322	D20170322	Normal	Mac-C1-THBS1	D20170322-Normal-CD45+	HCC	Normal
NP10-48-0322	D20170322	Normal	Mono-C2-FCGR3A	D20170322-Normal-CD45+	HCC	Normal
NP10-49-0322	D20170322	Normal	DC-C1-CD1C	D20170322-Normal-CD45+	HCC	Normal
NP10-5-0322	D20170322	Normal	Mac-C2-C1QA	D20170322-Normal-CD45+	HCC	Normal
NP10-51-0322	D20170322	Normal	Mac-C2-C1QA	D20170322-Normal-CD45+	HCC	Normal
NP10-52-0322	D20170322	Normal	Mac-C3-APOE	D20170322-Normal-CD45+	HCC	Normal
NP10-53-0322	D20170322	Normal	Mono-C1-CD14	D20170322-Normal-CD45+	HCC	Normal
NP10-54-0322	D20170322	Normal	Mono-C2-FCGR3A	D20170322-Normal-CD45+	HCC	Normal
NP10-56-0322	D20170322	Normal	DC-C1-CD1C	D20170322-Normal-CD45+	HCC	Normal
NP10-57-0322	D20170322	Normal	Mac-C1-THBS1	D20170322-Normal-CD45+	HCC	Normal
NP10-6-0322	D20170322	Normal	Mono-C2-FCGR3A	D20170322-Normal-CD45+	HCC	Normal
NP10-61-0322	D20170322	Normal	DC-C1-CD1C	D20170322-Normal-CD45+	HCC	Normal
NP10-62-0322	D20170322	Normal	Mono-C2-FCGR3A	D20170322-Normal-CD45+	HCC	Normal
NP10-64-0322	D20170322	Normal	Mac-C5-VCAN	D20170322-Normal-CD45+	HCC	Normal
NP10-66-0322	D20170322	Normal	Mac-C1-THBS1	D20170322-Normal-CD45+	HCC	Normal
NP10-67-0322	D20170322	Normal	Mono-C2-FCGR3A	D20170322-Normal-CD45+	HCC	Normal
NP10-68-0322	D20170322	Normal	Mac-C5-VCAN	D20170322-Normal-CD45+	HCC	Normal
NP10-7-0322	D20170322	Normal	DC-C1-CD1C	D20170322-Normal-CD45+	HCC	Normal
NP10-71-0322	D20170322	Normal	Mac-C1-THBS1	D20170322-Normal-CD45+	HCC	Normal
NP10-72-0322	D20170322	Normal	DC-C3-CLEC9A	D20170322-Normal-CD45+	HCC	Normal
NP10-74-0322	D20170322	Normal	Mono-C2-FCGR3A	D20170322-Normal-CD45+	HCC	Normal
NP10-75-0322	D20170322	Normal	Mac-C1-THBS1	D20170322-Normal-CD45+	HCC	Normal
NP10-76-0322	D20170322	Normal	Mac-C2-C1QA	D20170322-Normal-CD45+	HCC	Normal
NP10-77-0322	D20170322	Normal	Mac-C1-THBS1	D20170322-Normal-CD45+	HCC	Normal
NP10-78-0322	D20170322	Normal	Mono-C2-FCGR3A	D20170322-Normal-CD45+	HCC	Normal
NP10-80-0322	D20170322	Normal	DC-C1-CD1C	D20170322-Normal-CD45+	HCC	Normal
NP10-8-0322	D20170322	Normal	Mac-C1-THBS1	D20170322-Normal-CD45+	HCC	Normal
